id,dataset,file_type,variable,dataset_var,entry_start_date,entry_end_date,temporal_resolution,units,aggregation,grid,file_grouping,security_level,path,documentation_notes,site_type
186,CW3E,pfmetadata,downward_longwave,DLWR,,,daily,w/m2,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
187,CW3E,pfmetadata,downward_shortwave,DSWR,,,daily,w/m2,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
188,CW3E,pfmetadata,specific_humidity,SPFH,,,daily,kg/kg,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
189,CW3E,pfmetadata,air_temp,Temp_min,,,daily,K,min,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
190,CW3E,pfmetadata,air_temp,Temp_max,,,daily,K,max,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
191,CW3E,pfmetadata,air_temp,Temp_mean,,,daily,K,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
192,CW3E,pfmetadata,east_windspeed,UGRD,,,daily,m/s,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
193,CW3E,pfmetadata,north_windspeed,VGRD,,,daily,m/s,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
194,CW3E,pfmetadata,atmospheric_pressure,Press_atmos,,,daily,pa,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/daily/conus2_cw3e_daily_{wy}.pfmetadata,,
195,CW3E,pfb,air_temp,Temp_mean,,,monthly,K,mean,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/monthly/CW3E.Temp.monthly.mean.WY{wy}.pfb,,
196,CW3E,pfb,precipitation,APCP,,,monthly,mm,sum,conus2,wy,1,/hydrodata/forcing/processed_data/CONUS2/CW3E/monthly/CW3E.APCP.monthly.sum.WY{wy}.pfb,,
197,NLDAS2_85,pfb,air_temp,Temp_mean,,,monthly,K,mean,conus1,level,1,/hydrodata/forcing/processed_data/CONUS1/NLDAS2/monthly/NLDAS.Temp.monthly.mean.WY{wy}.pfb,,
198,huc_mapping,tiff,huc_map,band_data,,,,,,conus1,level,1,/hydrodata/national_mapping/CONUS1/HUC{level}_CONUS1_grid.tif,,
199,huc_mapping,tiff,huc_map,band_data,,,,,,conus2,,1,/hydrodata/national_mapping/CONUS2/CONUS2.0.Final1km.Subbasin_HUC{level}.remapped.tif,,
200,conus2_domain,pfb,latitude,latitude,,,static,degrees_north,-,conus2,,1,/hydrodata/national_mapping/CONUS2/Latitude_CONUS2.pfb,,
201,conus2_domain,pfb,longitude,longitude,,,static,degrees_east,-,conus2,wy_minus1,1,/hydrodata/national_mapping/CONUS2/Longitude_CONUS2.pfb,,
202,nasa_smap,netcdf,soil_moisture,SoilMoisture,,,daily,-,mean,smapgrid,mdy,3,/hydrodata/national_obs/smap/data/Oct1_{wy_minus1}_Sept30_{wy}.nc,,
203,conus1_current_conditions,pfb,soil_moisture,soil_moisture,5/20/22,,daily,cm3/cm3,mean,conus1,mdy,3,/hydrodata/HydroGEN/current_conditions/CONUS1/WY{wy}/{dataset_var}.{mdy}.pfb,,
204,conus1_current_conditions,pfb,water_table_depth,water_table_depth,5/20/22,,daily,m,mean,conus1,,3,/hydrodata/HydroGEN/current_conditions/CONUS1/WY{wy}/{dataset_var}.{mdy}.pfb,,
205,conus1_current_conditions,pfb,lat_lon,lat_lon,,,static,degrees,static,conus1,,3,/hydrodata/HydroGEN/current_conditions/supporting_data/CONUS1_row_col_in_SMAP.pfb,,
206,conus2_current_conditions,pfb,lat_lon,lat_lon,,,static,degrees,static,conus2,,3,/hydrodata/temp/SM_estimation_CONUS2/CONUS2_row_col_in_SMAP.pfb,,
207,nasa_smap,pfb,soil_moisture,soil_moisture_smap,8/1/23,,daily,cm3/cm3,mean,conus2,mdy,3,/hydrodata/HydroGEN/current_conditions/CONUS2/WY{wy}/{dataset_var}.{mdy}.pfb,,
208,conus2_current_conditions,tiff,water_table_depth,band_data,,,,m,mean,conus2_wtd,,3,/hydrodata/temp/high_resolution_data/WTD_estimates/30m/remapped_data/wtd_mean_estimate_RF_additional_inputs_dummy_drop0LP_1000m_CONUS2_m_1s_remapped.tif,,
209,conus2_current_conditions,tiff,water_table_depth,band_data,,,,m,mean,conus2_wtd.100,,3,/hydrodata/temp/high_resolution_data/WTD_estimates/30m/remapped_data/wtd_mean_estimate_RF_additional_inputs_dummy_drop0LP_100m_CONUS2_m_1s_remapped.tif,,
210,conus2_current_conditions,tiff,water_table_depth,band_data,,,,m,mean,conus2_wtd.30,,3,/hydrodata/temp/high_resolution_data/WTD_estimates/30m/compressed_data/wtd_mean_estimate_RF_additional_inputs_dummy_drop0LP_1s_CONUS2_m_remapped_unflip_compressed.tif,,
211,nasa_smap,netcdf,latitude,Latitude,,,static,degrees,mean,smapgrid,wy,3,/hydrodata/national_obs/smap/data/Oct1_{wy_minus1}_Sept30_{wy}.nc,,
212,nasa_smap,netcdf,longitude,Longitude,,,static,degrees,mean,smapgrid,wy,3,/hydrodata/national_obs/smap/data/Oct1_{wy_minus1}_Sept30_{wy}.nc,,
213,conus2_current_conditions,pfb,soil_moisture,soil_moisture,8/1/23,,daily,cm3/cm3,mean,conus2,mdy,1,/hydrodata/HydroGEN/current_conditions/CONUS2/WY{wy}/{dataset_var}.{mdy}.pfb,,
214,conus2_domain,pfb,veg_type_IGBP,vegetation_type,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/1km_CONUS2_landcover_IGBP_723.pfb,,
215,conus2_domain,tiff,veg_type_IGBP,vegetation_type,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/1km_CONUS2_landcover_IGBP_723.tif,,
216,conus2_domain,pfb,veg_type_IGBP,vegetation_type,,,static,-,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/250m_CONUS2_landcover_IGBP_723.pfb,,
217,conus2_domain,tiff,veg_type_IGBP,vegetation_type,,,static,-,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/250m_CONUS2_landcover_IGBP_723.tif,,
218,conus2_domain,pfb,slope_x,slope_x,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/CONUS2.0.Final1km.slopex.pfb,,
219,conus2_domain,pfb,slope_y,slope_y,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/CONUS2.0.Final1km.slopey.pfb,,
220,conus2_domain,drv_clm,clm_run,clm_run,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/drv_clmin.dat,,
221,conus2_domain,vegm,clm_run,clm_run,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/drv_vegm.CONUS2_fixed.2.dat,,
222,conus2_domain,vegp,clm_run,clm_run,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/drv_vegp.dat,,
223,conus2_domain,pfb,pme,pme,,,static,m/h,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/1km_CONUS2_PME.pfb,pme that was used for steady state CONUS2 spinup,
224,conus2_domain,pfsol,pf_solid,pf_solid,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/CONUS2.0_fix115.pfsol,,
225,conus2_domain,pfb,mannings,mannings,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/CONUS2.0.Final1km_mannings_rv50_original_values_Lake_Sink.pfb,,
226,conus2_domain,pfb,pf_indicator,pf_indicator,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/CONUS2.0.Final1km.Subsurface.pfb,,
227,conus2_domain,pfb,pf_flowbarrier,pf_flowbarrier,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/model_inputs/CONUS2.0.Shangguan_200m_FBZ.pfb,,
228,conus2_domain,pfb,ss_pressure_head,pressure,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/steady_state_runs/2003_run/spinup.wy2003.out.press.08760.pfb,steady state pressure used to initialize transient runs,
229,conus2_domain,pfb,distance_stream_lin,distance_stream_lin,,,static,km,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.DisToStream.pfb,Map of distance for each cell to the stream (CONUS2.0.Final1km.RiverMask) using the function StreamDist in PriorityFlow.,
230,conus2_domain,tiff,distance_stream_lin,distance_stream_lin,,,static,km,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.DisToStream.tif,Map of distance for each cell to the stream (CONUS2.0.Final1km.RiverMask) using the function StreamDist in PriorityFlow.,
231,conus2_domain,pfb,drainage_area,drainage_area,,,static,km2,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.DrainageArea.pfb,Drainage area in km2 calculated based on the flow directions,
232,conus2_domain,tiff,drainage_area,drainage_area,,,static,km2,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.DrainageArea.tif,Drainage area in km2 calculated based on the flow directions,
233,conus2_domain,pfb,flow_direction,flow_direction,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.FlowDirection.pfb,"Primary flow direction for every grid cell (1=down, 2=left, 3=up, 4=right)",
234,conus2_domain,tiff,flow_direction,flow_direction,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.FlowDirection.tif,"Primary flow direction for every grid cell (1=down, 2=left, 3=up, 4=right)",
235,conus2_domain,pfb,elevation,elevation,,,static,m,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.ProcessedDEM.pfb,"Final DEM after, smoothing, applying PriroirtyFlow algorithm to ensure complete drainage and additional smoothing to create constant slopes along river segments.",
236,conus2_domain,tiff,elevation,elevation,,,static,m,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.ProcessedDEM.tif,"Final DEM after, smoothing, applying PriroirtyFlow algorithm to ensure complete drainage and additional smoothing to create constant slopes along river segments.",
247,conus2_domain,pfb,stream_order,stream_order,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.StreamOrder.pfb,Strahler stream order calculated from the 100km area threshold river mask using the function CalcStreamOrder in PriorityFlow,
248,conus2_domain,tiff,stream_order,stream_order,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.StreamOrder.tif,Strahler stream order calculated from the 100km area threshold river mask using the function CalcStreamOrder in PriorityFlow,
249,conus2_domain,pfb,stream_segments,stream_segments,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.StreamSegments.pfb,Mask of stream segments with their segment IDs.,
250,conus2_domain,tiff,stream_segments,stream_segments,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.StreamSegments.tif,Mask of stream segments with their segment IDs.,
251,conus2_domain,pfb,subbasins,subbasins,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.Subbasins.pfb,Map of the subbasins drainage area for each stream segment.,
252,conus2_domain,tiff,subbasins,subbasins,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/1km/CONUS2.0.Final1km.Subbasins.tif,Map of the subbasins drainage area for each stream segment.,
253,conus2_domain,pfb,distance_stream_lin,distance_stream_lin,,,static,km,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.DisToStream.pfb,Map of distance for each cell to the stream (CONUS2.0.Final1km.RiverMask) using the function StreamDist in PriorityFlow.,
254,conus2_domain,tiff,distance_stream_lin,distance_stream_lin,,,static,km,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.DisToStream.tif,Map of distance for each cell to the stream (CONUS2.0.Final1km.RiverMask) using the function StreamDist in PriorityFlow.,
256,conus2_domain,tiff,drainage_area,drainage_area,,,static,km2,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.DrainageArea.tif,Drainage area in km2 calculated based on the flow directions,
258,conus2_domain,tiff,flow_direction,flow_direction,,,static,-,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.FlowDirection.tif,"Primary flow direction for every grid cell (1=down, 2=left, 3=up, 4=right)",
260,conus2_domain,tiff,elevation,elevation,,,static,m,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.ProcessedDEM.tif,"Final DEM after, smoothing, applying PriroirtyFlow algorithm to ensure complete drainage and additional smoothing to create constant slopes along river segments.",
262,conus2_domain,tiff,stream_order,stream_order,,,static,-,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.StreamOrder.tif,Strahler stream order calculated from the 100km area threshold river mask using the function CalcStreamOrder in PriorityFlow,
264,conus2_domain,tiff,stream_segments,stream_segments,,,static,-,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.StreamSegments.tif,Mask of stream segments with their segment IDs.,
266,conus2_domain,tiff,subbasins,subbasins,,,static,-,-,conus2.250,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/topography_files/250m/CONUS2.0.Final250m.Subbasins.tif,Map of the subbasins drainage area for each stream segment.,
267,conus2_domain,sa,lat_lon,lat_lon,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/domain_files/CONUS2.0.Final.LatLong.sa,,
268,conus2_domain,tiff,mask,mask,,,static,-,-,conus2,,1,/hydrodata/PFCLM/CONUS2_baseline/inputs/domain_files/CONUS2.0.Final1km.Mask.tif,,
271,observations,netcdf,streamflow,streamflow,,,daily,m3/s,mean,,site_id,0,/hydrodata/national_obs/streamflow/data/daily/{site_id}.nc,,streamflow
272,observations,netcdf,anomaly,anomaly_daily_single_date,,,daily,-,mean,,site_id,0,/hydrodata/national_obs/streamflow/data/daily/{site_id}.nc,,streamflow
273,observations,netcdf,anomaly_daily_week_of_values,anomaly_daily_week_of_values,,,daily,-,mean,,site_id,0,/hydrodata/national_obs/streamflow/data/daily/{site_id}.nc,,streamflow
274,observations,netcdf,site_id,site,,,daily,-,mean,,site_id,0,/hydrodata/national_obs/streamflow/data/daily/{site_id}.nc,,streamflow
275,observations,netcdf,streamflow,streamflow,,,weekly,mm,sum,,site_id,0,/hydrodata/national_obs/streamflow/data/weekly/{site_id}.nc,,streamflow
276,observations,netcdf,anomaly,anomaly_weekly,,,weekly,-,sum,,site_id,0,/hydrodata/national_obs/streamflow/data/weekly/{site_id}.nc,,streamflow
277,observations,netcdf,site_id,site,,,weekly,-,sum,,site_id,0,/hydrodata/national_obs/streamflow/data/weekly/{site_id}.nc,,streamflow
278,observations,netcdf,streamflow,streamflow,,,monthly,mm,sum,,site_id,0,/hydrodata/national_obs/streamflow/data/monthly/{site_id}.nc,,streamflow
279,observations,netcdf,anomaly,anomaly_monthly,,,monthly,-,sum,,site_id,0,/hydrodata/national_obs/streamflow/data/monthly/{site_id}.nc,,streamflow
280,observations,netcdf,site_id,site,,,monthly,-,sum,,site_id,0,/hydrodata/national_obs/streamflow/data/monthly/{site_id}.nc,,streamflow
281,obs_anomalies,netcdf,anomaly,anomaly_daily_single_date,02/01/1857,,daily,-,mean,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/daily/WY{wy}.nc,,streamflow
282,obs_anomalies,netcdf,anomaly_daily_week_of_values,anomaly_daily_week_of_values,02/01/1857,,daily,-,mean,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/daily/WY{wy}.nc,,streamflow
283,obs_anomalies,netcdf,streamflow,streamflow,02/01/1857,,daily,m3/s,mean,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/daily/WY{wy}.nc,,streamflow
284,obs_anomalies,netcdf,site_id,site,,,daily,m3/s,mean,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/daily/WY{wy}.nc,,streamflow
285,obs_anomalies,netcdf,anomaly,anomaly_weekly,02/02/1857,,weekly,-,sum,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/weekly/WY{wy}.nc,,streamflow
286,obs_anomalies,netcdf,streamflow,streamflow,02/02/1857,,weekly,m3/s,sum,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/weekly/WY{wy}.nc,,streamflow
287,obs_anomalies,netcdf,site_id,site,,,weekly,m3/s,sum,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/weekly/WY{wy}.nc,,streamflow
288,obs_anomalies,netcdf,anomaly,anomaly_monthly,02/01/1857,,monthly,-,sum,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/monthly/WY{wy}.nc,,streamflow
289,obs_anomalies,netcdf,streamflow,streamflow,02/01/1857,,monthly,m3/s,sum,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/monthly/WY{wy}.nc,,streamflow
290,obs_anomalies,netcdf,site_id,site,,,monthly,m3/s,sum,,wy,0,/hydrodata/national_obs/streamflow/data/anomalies/monthly/WY{wy}.nc,,streamflow
291,observations,netcdf,water_table_depth,wtd,,,daily,m,mean,,site_id,0,/hydrodata/national_obs/groundwater/data/daily/{site_id}.nc,,groundwater
292,observations,netcdf,anomaly,anomaly_daily_single_date,,,daily,-,mean,,site_id,0,/hydrodata/national_obs/groundwater/data/daily/{site_id}.nc,,groundwater
293,observations,netcdf,anomaly_daily_week_of_values,anomaly_daily_week_of_values,,,daily,-,mean,,site_id,0,/hydrodata/national_obs/groundwater/data/daily/{site_id}.nc,,groundwater
294,observations,netcdf,water_table_depth,wtd,,,weekly,mm,sum,,site_id,0,/hydrodata/national_obs/groundwater/data/weekly/{site_id}.nc,,groundwater
